age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,predicted_output,actual_output
31,0,2,1,690,0,0,0,4,8,10,4,87,12,0,0
27,9,2,2,2781,1,0,0,24,8,168,1,389,1,0,1
49,9,1,1,808,1,0,0,28,4,1232,1,-1,0,1,1
57,5,1,0,3518,1,0,0,25,1,626,3,-1,0,1,1
34,1,1,1,467,1,0,0,13,8,195,2,357,2,0,0
30,0,2,1,223,1,0,2,6,6,862,11,-1,0,1,1
50,10,1,1,297,1,0,0,31,5,29,10,-1,0,0,0
33,9,1,1,1968,1,0,0,20,0,1817,3,-1,0,1,1
28,9,2,2,375,1,0,0,14,8,43,1,350,1,0,0
22,9,2,1,283,1,0,0,22,7,254,2,-1,0,0,1
36,0,2,1,191,1,0,0,25,5,18,7,-1,0,0,0
42,11,2,3,942,0,0,0,27,4,245,1,92,2,1,1
47,7,1,1,405,0,1,0,8,1,994,2,-1,0,1,1
22,0,2,2,897,1,0,0,4,3,133,4,-1,0,0,1
45,2,1,2,20138,1,0,0,20,9,871,5,-1,0,1,1
59,1,1,1,0,1,0,2,5,8,226,1,-1,0,0,0
33,4,0,2,280,0,1,0,18,9,155,1,-1,0,0,0
34,4,1,2,8,0,0,0,25,1,169,4,-1,0,0,0
36,7,1,1,3740,1,0,0,7,0,254,1,-1,0,0,0
26,9,1,1,744,0,0,0,15,0,609,1,-1,0,1,0
38,2,1,1,593,1,1,0,24,5,1484,24,-1,0,1,1
43,1,1,1,184,0,1,0,16,5,1019,11,-1,0,1,1
35,6,1,2,2427,0,0,0,12,1,175,3,31,10,1,1
56,7,1,0,486,0,1,1,21,5,1877,1,-1,0,1,1
46,6,1,1,706,0,0,0,21,8,588,1,386,3,1,1
55,11,1,1,1157,0,0,0,12,5,289,1,412,2,1,0
42,9,0,2,802,0,0,1,28,4,119,2,-1,0,0,0
53,4,1,2,9072,0,0,0,18,9,117,2,-1,0,0,0
21,2,2,2,2077,0,0,0,5,1,323,1,-1,0,0,1
42,7,1,2,12223,1,0,0,19,9,36,1,-1,0,0,0
60,5,0,1,1099,0,0,0,11,5,764,2,-1,0,1,1
35,0,1,1,0,0,0,0,7,5,78,11,-1,0,0,0
54,4,1,2,154,0,0,2,9,8,155,3,-1,0,0,0
28,1,2,1,517,0,1,0,8,5,681,1,-1,0,1,1
50,9,1,1,1838,1,1,0,13,1,221,8,-1,0,0,0
31,4,2,2,3384,0,0,0,22,7,247,3,187,3,1,1
40,1,1,1,1808,1,0,0,12,8,560,1,-1,0,1,1
36,9,0,2,119,0,0,0,23,5,127,8,-1,0,0,0
39,9,0,1,385,0,0,0,13,10,242,1,48,2,1,1
60,5,0,1,545,1,0,2,6,8,1030,1,-1,0,1,1
65,10,1,1,3195,0,0,1,2,7,904,1,-1,0,0,1
26,1,2,1,535,0,0,0,14,1,125,1,-1,0,0,1
59,0,1,0,1040,0,0,1,31,5,733,1,-1,0,1,0
38,10,2,1,804,0,0,0,1,6,1087,1,-1,0,1,1
53,9,0,2,2228,0,0,0,17,9,890,1,-1,0,1,1
29,4,1,2,0,1,1,0,15,5,218,1,-1,0,0,0
33,4,0,2,2885,0,0,0,5,1,1051,2,-1,0,1,1
29,4,1,2,314,0,0,2,28,8,938,2,-1,0,1,1
59,5,0,0,217,1,0,2,26,8,574,3,-1,0,0,0
48,0,2,1,479,1,1,2,18,6,533,3,-1,0,0,0
39,1,1,1,284,1,1,0,17,0,1426,2,318,6,1,0
35,4,1,2,2957,1,1,0,8,1,733,3,-1,0,1,1
42,0,1,1,12,1,0,0,16,0,466,4,-1,0,1,0
32,0,1,1,0,0,0,0,25,5,209,1,-1,0,0,0
26,1,2,1,428,0,1,0,7,5,575,1,-1,0,0,0
34,7,1,1,-451,1,1,0,23,5,498,1,-1,0,1,0
45,2,0,2,1273,1,1,0,20,9,206,2,162,3,1,0
29,0,0,1,504,1,0,0,7,8,203,1,-1,0,0,0
37,4,2,2,230,1,1,0,2,3,120,2,272,1,1,0
36,1,1,1,1049,1,0,0,14,8,224,4,-1,0,0,1
64,5,1,1,4787,0,0,0,28,0,392,1,182,1,1,1
46,4,1,1,10,1,0,0,29,5,122,7,-1,0,0,0
31,9,1,3,14533,0,0,0,16,6,245,2,-1,0,1,1
46,3,1,0,296,1,0,2,20,6,205,4,-1,0,0,0
56,5,1,1,1044,0,0,1,3,5,353,2,-1,0,0,1
48,4,1,2,7867,1,1,2,30,8,306,3,-1,0,0,0
77,5,1,1,4112,0,0,1,29,5,426,1,184,3,1,1
35,4,2,2,2646,0,0,0,13,10,221,1,182,1,1,1
60,4,1,2,315,0,0,0,1,11,840,1,183,3,1,1
46,9,1,3,605,1,0,0,20,0,780,2,-1,0,1,0
26,8,2,2,39,0,0,0,26,8,396,3,-1,0,1,1
35,10,1,1,1,1,0,0,28,5,173,8,-1,0,0,0
40,1,0,0,737,1,1,2,12,8,102,1,-1,0,0,0
40,1,1,0,0,1,0,0,21,5,1080,4,-1,0,1,1
45,7,1,0,2406,1,1,0,20,0,108,2,-1,0,0,0
57,4,1,0,2538,0,1,1,17,5,485,2,-1,0,0,0
58,0,1,1,855,0,0,0,14,1,81,2,-1,0,0,0
53,0,0,1,223,1,1,0,22,5,534,1,-1,0,1,0
32,4,2,2,974,1,0,2,3,6,228,1,-1,0,0,0
36,7,2,1,-253,1,0,0,14,0,1073,1,-1,0,1,1
34,1,1,0,3986,1,0,0,17,0,345,2,-1,0,0,0
20,8,2,0,134,0,0,0,12,5,273,1,277,3,1,0
28,1,1,0,-55,1,0,2,7,8,361,2,-1,0,0,0
32,9,2,2,3818,0,0,0,18,1,100,4,-1,0,0,0
56,4,1,0,870,0,0,0,16,9,257,1,-1,0,1,1
33,7,1,1,1076,0,0,0,11,9,131,1,96,5,1,1
52,1,1,0,1524,0,0,0,3,5,1007,6,-1,0,1,1
41,4,1,0,5310,1,0,0,17,9,984,1,-1,0,1,1
39,0,1,0,444,1,0,0,8,8,374,2,-1,0,0,0
57,4,1,2,256,0,0,0,6,7,227,1,-1,0,1,1
42,7,2,1,247,1,0,0,31,5,114,2,-1,0,0,0
31,6,2,2,17924,1,0,0,21,9,608,3,-1,0,1,0
59,1,1,0,416,0,0,2,16,6,92,3,-1,0,0,0
45,1,2,2,-243,0,1,0,8,5,171,2,-1,0,0,0
39,4,1,2,22,1,0,2,2,6,493,1,-1,0,0,0
33,9,2,2,34,0,0,0,28,1,13,30,-1,0,0,0
20,8,2,1,215,0,0,0,24,3,175,1,92,6,1,1
33,9,1,2,0,0,0,0,30,0,227,2,-1,0,1,1
29,0,2,1,163,1,1,2,16,8,803,1,-1,0,1,1
61,5,1,3,-492,0,1,2,4,5,333,1,-1,0,0,0
25,8,2,1,1139,1,0,2,15,8,22,3,-1,0,0,0
32,0,2,2,291,0,0,1,28,4,223,6,275,5,1,0
52,7,1,1,820,1,0,0,2,3,135,2,-1,0,0,0
77,5,1,2,0,0,0,0,16,10,847,1,60,1,1,1
32,7,1,1,1844,1,1,0,3,3,158,4,201,6,0,0
31,4,0,2,-547,1,1,0,31,5,101,10,-1,0,0,0
59,4,0,2,59,1,0,2,5,8,273,1,-1,0,0,0
35,0,2,1,182,1,0,2,3,6,117,1,-1,0,0,0
55,4,1,3,559,0,0,0,28,4,271,2,-1,0,0,0
52,9,1,1,0,1,0,0,7,11,211,1,294,1,0,1
48,1,1,0,1670,0,0,2,17,6,145,1,-1,0,0,0
55,4,0,2,2037,0,0,0,2,9,209,2,273,1,1,1
47,3,2,2,3727,0,0,2,12,6,993,6,-1,0,1,1
29,4,1,2,2417,1,0,0,7,8,126,2,-1,0,0,0
42,1,1,0,250,1,0,2,4,6,46,16,-1,0,0,0
39,0,1,1,260,1,0,0,11,1,175,2,116,2,0,1
57,4,1,0,6900,0,0,0,23,10,255,4,185,2,1,1
51,4,1,2,0,0,1,0,29,5,204,6,-1,0,0,0
45,10,0,1,3354,1,0,2,29,8,746,1,-1,0,1,1
55,1,1,0,781,1,0,0,3,3,112,3,270,2,0,0
40,0,2,1,664,0,0,0,19,9,188,2,121,2,1,0
72,6,1,2,132,0,0,0,27,0,444,1,-1,0,1,1
46,4,1,2,460,0,0,0,28,4,56,1,-1,0,0,0
37,4,1,2,1594,1,0,0,17,0,110,1,260,5,0,0
38,4,1,2,1440,0,0,0,11,1,111,2,-1,0,0,0
32,4,2,2,1134,0,0,0,28,1,85,4,-1,0,0,0
31,4,1,2,156,0,0,0,13,1,657,7,-1,0,1,1
71,5,0,1,4380,0,0,0,22,11,369,1,-1,0,1,1
47,6,1,2,1011,0,0,0,6,10,808,1,-1,0,1,1
30,7,2,1,101,1,0,0,19,9,85,2,-1,0,0,0
47,9,1,1,1167,1,0,0,30,0,968,1,87,5,1,1
34,9,1,2,100,0,0,0,20,1,196,2,-1,0,0,0
40,7,0,1,160,0,0,0,14,5,123,3,-1,0,0,0
35,9,0,1,3549,1,0,0,13,1,250,4,-1,0,0,0
46,1,1,3,842,1,0,1,8,8,833,1,-1,0,1,1
56,1,1,1,1210,0,0,2,11,6,935,1,-1,0,1,1
29,1,2,1,415,0,1,0,28,4,161,1,-1,0,0,0
43,0,1,1,2,1,1,0,22,5,254,1,-1,0,0,0
66,5,1,2,3,0,0,0,6,1,550,1,-1,0,1,1
36,0,0,1,437,1,0,0,14,8,722,2,344,1,1,1
45,9,1,1,44,1,0,2,5,8,95,4,-1,0,0,0
41,9,1,1,0,0,0,0,29,1,141,2,-1,0,0,0
42,9,1,1,1865,1,0,2,15,8,164,1,-1,0,0,0
31,1,1,0,-537,1,1,0,21,5,1039,7,-1,0,1,1
29,6,2,2,476,1,0,0,18,8,427,1,-1,0,1,1
50,9,1,1,2497,1,0,0,21,9,35,1,176,1,0,0
31,4,2,2,165,0,1,0,8,1,523,2,-1,0,0,1
28,7,1,1,222,1,0,2,29,8,101,23,-1,0,0,0
42,7,1,1,1165,1,0,0,18,8,485,6,-1,0,1,0
44,9,1,1,11016,0,0,2,9,6,252,3,-1,0,0,0
44,0,1,1,262,1,0,0,9,5,74,1,-1,0,0,0
41,0,1,1,1395,1,1,0,11,8,85,1,308,2,0,0
41,9,2,2,431,0,0,0,22,10,133,1,107,2,1,1
36,9,0,1,1451,1,0,0,23,5,192,4,93,17,1,1
34,5,1,0,4499,0,0,2,21,8,1681,1,-1,0,1,1
54,7,2,1,0,0,0,0,23,11,209,1,-1,0,1,1
53,0,1,1,1796,0,0,1,15,2,476,1,193,1,1,1
54,4,1,0,2587,0,0,0,2,6,236,2,-1,0,1,1
74,5,1,2,1843,0,0,0,15,11,251,2,184,3,1,1
40,10,0,1,1694,0,0,0,12,1,473,6,-1,0,1,1
44,7,1,1,808,1,0,2,2,6,67,2,-1,0,0,0
33,7,1,1,3444,1,0,1,21,10,144,1,91,4,1,1
58,5,1,1,-324,1,0,0,7,8,229,2,-1,0,0,0
34,0,1,2,1636,1,1,0,6,11,136,1,521,2,1,0
55,5,1,1,241,1,0,2,20,6,14,6,-1,0,0,0
32,4,1,2,937,0,0,0,28,1,90,1,94,2,0,0
57,5,1,1,3738,1,0,0,20,5,178,2,92,8,1,1
34,6,1,1,179,1,1,0,24,5,137,4,-1,0,0,0
50,4,2,3,1277,0,0,0,4,8,63,1,-1,0,0,0
44,0,2,1,275,1,0,0,14,8,7,5,367,4,0,0
49,1,0,0,-9,1,1,2,5,8,389,1,-1,0,0,0
25,4,2,2,493,1,0,2,4,6,301,1,-1,0,1,0
33,9,2,2,317,1,0,0,4,6,323,1,80,14,1,1
30,4,2,2,2,1,1,0,25,5,1031,8,-1,0,1,1
31,8,2,1,216,0,0,0,3,6,138,1,-1,0,1,0
73,5,1,0,542,0,0,0,26,10,355,1,180,5,1,1
45,10,2,1,382,1,1,0,18,8,182,1,-1,0,0,0
35,7,1,1,377,0,1,0,31,5,30,13,-1,0,0,0
28,7,2,1,341,1,0,0,15,8,437,3,347,3,1,1
42,10,1,2,0,0,0,0,8,10,113,1,-1,0,1,0
60,9,1,1,1740,0,0,0,13,7,296,2,-1,0,1,1
32,9,1,1,4790,1,0,0,22,5,314,2,-1,0,0,0
40,4,1,2,413,1,0,2,14,8,150,1,-1,0,0,0
55,0,1,1,512,0,0,0,18,1,115,4,-1,0,0,0
42,4,1,0,860,1,0,2,15,8,90,3,-1,0,0,0
31,9,1,1,2363,1,0,2,13,8,247,1,-1,0,0,0
36,4,1,2,242,1,0,0,14,8,20,1,-1,0,0,0
40,7,0,0,4,1,0,0,7,8,171,2,-1,0,0,0
41,2,1,0,0,0,0,0,3,5,438,2,389,1,1,1
42,9,1,2,757,0,0,0,30,0,354,1,79,1,1,1
37,4,1,2,1113,0,0,0,1,11,265,2,183,2,1,1
53,4,1,2,0,1,0,0,14,5,85,3,-1,0,0,0
24,8,2,1,1234,0,0,0,21,5,314,1,156,2,1,1
37,9,1,1,177,1,0,0,16,5,464,3,-1,0,1,0
32,4,2,2,520,0,0,0,3,3,443,2,-1,0,1,1
30,9,1,2,141,0,0,0,29,4,166,2,-1,0,0,0
41,10,1,2,0,0,0,0,30,10,373,3,-1,0,1,1
54,4,0,1,300,1,0,0,20,9,562,2,-1,0,1,1
27,0,1,2,2855,0,0,0,22,5,138,2,178,4,0,1
52,4,2,2,83,0,0,0,26,1,1223,6,-1,0,1,1
53,7,1,1,2925,1,0,2,15,8,1392,4,-1,0,1,0
47,9,1,1,1571,1,0,0,11,8,261,1,369,2,1,0
30,4,2,2,-218,1,0,0,27,1,13,15,-1,0,0,0
53,9,1,3,2242,0,0,0,10,5,154,14,-1,0,0,0
36,7,1,1,4721,0,0,0,9,2,149,3,-1,0,0,1
34,7,1,1,-538,1,0,2,26,8,682,1,-1,0,1,1
33,4,2,2,1240,1,0,0,4,3,505,2,260,1,1,0
57,4,0,3,854,0,0,0,6,10,480,1,40,5,1,1
38,7,1,1,1313,0,0,2,17,6,33,2,-1,0,0,0
22,4,2,2,760,0,0,1,7,2,6,1,-1,0,0,0
46,7,0,1,355,1,0,0,8,8,122,2,338,8,0,0
30,9,2,0,2731,1,0,0,14,0,314,1,-1,0,0,0
42,3,1,0,1371,0,0,2,18,6,125,8,-1,0,0,0
31,1,1,1,1660,1,0,0,20,0,342,1,-1,0,0,0
35,1,1,1,1949,1,0,2,2,6,200,3,-1,0,0,0
38,7,2,1,2253,1,0,0,13,8,937,3,-1,0,1,1
31,7,2,1,91,1,0,0,18,8,111,2,-1,0,0,0
56,7,1,1,0,0,0,0,13,1,112,4,-1,0,0,0
54,4,1,1,0,0,0,0,19,9,106,1,-1,0,0,0
28,1,2,0,0,1,1,2,3,6,380,4,-1,0,0,0
29,4,2,2,3041,1,0,0,8,8,606,3,-1,0,1,1
30,9,2,1,19,1,0,0,18,1,16,15,-1,0,0,0
47,4,0,2,8226,1,0,0,30,5,137,2,-1,0,0,0
77,5,1,0,29340,0,0,0,15,7,257,1,91,2,1,1
55,4,1,2,7803,0,0,0,15,4,441,1,-1,0,1,1
70,5,1,1,2384,0,0,0,30,10,196,2,-1,0,1,1
50,7,2,1,1716,1,0,0,7,0,272,1,-1,0,0,0
53,9,1,1,10185,0,0,0,23,7,115,1,-1,0,1,1
29,7,2,1,1008,1,0,2,23,8,426,9,-1,0,1,0
38,1,1,3,0,1,0,0,2,0,477,2,267,1,1,0
31,0,1,1,8781,1,0,0,14,8,680,1,177,1,1,1
28,8,2,1,153,0,0,0,23,5,1124,2,-1,0,1,1
50,0,1,1,1138,1,1,0,31,5,73,8,-1,0,0,0
30,0,0,1,377,1,0,2,4,6,524,15,-1,0,0,1
30,0,2,1,2702,1,0,0,24,5,129,2,-1,0,0,0
57,4,0,2,408,1,0,0,13,8,402,2,351,1,0,0
31,4,1,2,546,0,0,0,7,1,147,2,-1,0,0,0
36,6,1,1,1245,1,0,2,6,6,1469,9,-1,0,1,1
52,4,1,2,583,0,0,0,17,9,209,1,91,2,1,1
46,4,0,2,461,0,0,0,30,2,369,2,-1,0,0,1
45,0,1,1,231,1,0,2,18,6,151,3,-1,0,0,0
35,9,1,1,410,1,0,0,20,9,67,2,-1,0,0,0
37,4,1,2,5016,0,0,0,8,1,119,1,-1,0,0,0
45,0,1,1,434,0,0,0,26,1,76,4,-1,0,0,0
59,5,0,0,-88,1,0,2,5,6,910,2,-1,0,1,1
30,4,2,2,3340,0,0,0,3,6,238,3,-1,0,1,1
32,8,2,3,4110,0,0,0,6,3,119,8,-1,0,0,0
46,6,0,2,21,0,0,0,30,5,566,2,-1,0,1,1
25,4,2,2,490,0,0,0,7,11,394,1,-1,0,1,0
37,0,2,1,781,0,0,0,20,1,75,1,-1,0,0,0
31,1,1,0,605,1,0,2,15,8,334,10,-1,0,0,0
31,0,2,1,554,1,0,0,5,3,94,1,-1,0,0,0
32,7,2,1,-1139,1,0,0,7,5,201,1,-1,0,0,0
36,9,0,1,160,1,0,2,26,8,142,1,-1,0,0,0
29,9,1,1,767,1,0,0,5,3,253,1,-1,0,0,0
31,1,0,1,-277,1,0,1,17,5,1008,2,-1,0,1,1
42,9,1,1,534,0,0,0,5,1,314,1,-1,0,0,0
55,0,1,1,602,0,0,0,4,3,390,2,150,6,1,1
38,1,0,0,0,1,0,0,13,8,531,2,-1,0,1,1
20,8,2,1,215,0,0,0,21,1,228,4,183,1,1,1
35,4,2,1,73,1,0,2,28,8,79,2,-1,0,0,0
31,0,2,2,-218,1,0,2,2,6,227,15,-1,0,0,0
56,2,1,2,-124,1,0,2,15,8,374,5,-1,0,0,0
45,1,1,1,87,1,0,0,14,8,96,1,360,3,0,0
36,9,1,1,-393,0,0,1,14,1,119,4,-1,0,0,0
49,1,2,0,2146,1,0,0,7,8,1516,2,353,2,1,1
54,9,1,1,1938,0,1,0,28,5,551,3,-1,0,0,1
42,1,1,0,1556,0,1,0,8,5,113,1,-1,0,0,0
41,0,1,1,338,1,0,2,16,8,121,1,-1,0,0,0
40,1,1,1,5060,0,0,2,9,9,299,1,-1,0,1,1
32,9,2,1,29,0,0,0,19,1,156,2,-1,0,0,0
35,1,1,0,22,1,0,0,15,8,1190,2,302,2,1,1
43,9,1,1,0,0,1,0,8,8,9,2,172,5,0,0
41,4,1,2,1092,0,0,0,5,1,736,1,-1,0,1,1
40,4,1,2,143,0,0,0,13,1,832,6,-1,0,1,0
29,4,2,2,265,0,0,0,22,8,491,1,-1,0,1,1
33,4,2,2,1724,0,0,0,3,3,252,6,-1,0,0,0
55,5,1,1,0,0,0,0,4,1,1110,1,-1,0,1,1
61,5,1,2,2557,1,0,0,11,1,139,3,190,1,1,1
41,9,1,1,2990,1,0,2,30,8,62,3,-1,0,0,0
47,9,1,2,4568,0,0,2,9,6,100,1,-1,0,0,0
45,1,2,1,615,1,0,0,15,8,133,1,-1,0,0,0
36,0,2,1,449,1,0,2,20,6,136,3,-1,0,0,0
44,6,2,2,1367,1,0,0,13,0,1232,3,146,1,1,1
60,5,0,1,514,0,0,0,16,7,263,1,124,9,1,1
40,1,1,1,100,1,0,2,29,8,218,2,-1,0,0,0
60,4,1,1,0,0,0,0,20,8,321,4,87,8,0,0
52,5,1,0,6,0,0,0,22,1,82,2,-1,0,0,0
32,10,1,1,365,1,0,0,30,4,210,3,-1,0,0,0
43,1,2,0,-399,0,1,0,28,5,662,3,-1,0,1,1
26,8,2,1,864,1,0,0,15,8,659,1,-1,0,1,1
34,4,2,2,3821,1,0,0,13,8,649,2,-1,0,1,1
80,5,1,0,1021,0,0,1,26,3,37,1,-1,0,1,0
53,9,1,1,1982,1,1,0,27,9,160,1,-1,0,0,1
77,5,1,0,1385,0,0,1,8,11,160,4,-1,0,0,0
44,6,1,3,163,1,0,0,4,8,364,3,-1,0,1,1
42,1,2,0,1628,1,0,0,25,5,590,8,-1,0,1,1
33,7,2,1,152,1,0,0,25,8,202,2,365,2,0,1
43,1,0,0,177,0,0,0,3,3,124,1,-1,0,0,0
36,6,2,2,3560,0,0,2,2,6,409,2,-1,0,0,0
43,9,1,2,591,1,0,0,8,1,889,2,-1,0,1,0
30,9,1,2,541,1,0,2,26,8,414,2,-1,0,0,1
47,9,0,1,5735,0,0,2,19,6,282,4,-1,0,0,0
48,4,1,2,1167,1,1,0,1,6,264,1,-1,0,1,1
27,4,2,1,924,1,0,0,3,3,84,1,-1,0,0,0
44,0,0,1,0,0,0,0,14,0,1594,1,148,1,1,1
44,0,1,1,345,1,0,1,16,5,208,8,-1,0,0,0
33,1,1,1,1240,1,0,0,12,8,844,1,-1,0,1,1
30,1,1,1,177,1,0,0,9,0,62,2,332,3,0,0
38,9,2,1,565,1,0,0,30,0,1143,1,-1,0,1,1
28,1,2,0,426,1,0,0,18,8,953,3,-1,0,1,0
31,9,2,2,53,0,0,0,28,4,97,2,-1,0,0,0
34,0,1,1,155,0,0,0,5,3,696,2,-1,0,1,1
40,1,1,1,1508,0,0,0,3,9,177,2,85,3,1,0
25,6,2,2,42,1,0,0,5,6,149,1,94,1,1,1
49,4,1,2,-6847,0,1,0,21,5,206,1,-1,0,0,0
45,1,1,0,2433,0,0,0,6,1,133,2,-1,0,0,0
31,1,0,1,0,1,1,0,18,5,913,4,-1,0,1,1
44,1,2,1,25,1,0,0,12,8,244,3,-1,0,0,0
47,4,0,2,12026,1,0,1,27,10,251,1,-1,0,1,1
34,1,2,1,79,0,1,0,20,9,104,1,-1,0,0,0
62,4,1,2,997,0,0,0,22,0,554,1,304,2,1,1
57,1,1,1,773,1,1,2,18,6,97,8,-1,0,0,0
33,9,0,1,6,0,0,0,22,1,239,2,-1,0,0,0
23,9,2,1,4,1,0,0,8,8,763,1,-1,0,1,1
74,5,1,1,1714,0,0,1,17,3,127,1,-1,0,0,1
34,1,2,1,1759,0,1,0,25,5,695,1,-1,0,1,1
26,4,2,2,-8,0,0,0,13,1,402,2,-1,0,0,0
54,1,1,1,-102,1,0,0,27,1,164,7,-1,0,0,0
30,9,1,1,4,1,0,0,8,8,17,5,-1,0,0,0
42,4,1,3,1519,0,0,0,19,10,230,1,92,1,1,1
28,1,2,1,97,1,0,2,7,8,67,1,-1,0,0,0
40,9,1,1,214,0,0,0,25,1,59,6,-1,0,0,0
36,4,1,2,0,1,0,0,29,4,86,1,237,17,0,0
40,0,1,1,0,1,0,2,23,8,193,2,-1,0,0,0
31,4,1,2,3,1,1,0,11,3,331,1,-1,0,0,1
30,4,2,2,536,0,0,0,2,5,309,1,-1,0,0,1
67,5,0,0,2027,0,0,0,15,7,161,2,-1,0,1,1
93,5,1,3,775,0,0,0,22,5,860,2,177,7,1,1
28,4,2,2,1808,0,0,0,30,0,309,1,-1,0,1,1
28,1,2,1,0,0,1,0,31,5,11,21,-1,0,0,0
44,1,1,1,0,0,0,0,30,5,684,2,-1,0,1,1
42,1,1,3,452,1,0,0,17,9,359,2,-1,0,0,0
42,1,1,0,-181,1,0,2,15,8,297,3,-1,0,0,0
59,4,1,2,1,1,0,0,29,0,210,1,-1,0,0,1
32,7,2,2,1743,1,0,0,1,0,1156,1,261,3,1,0
62,5,1,1,1495,0,0,0,13,10,896,1,57,2,1,1
39,0,0,1,728,1,1,0,18,10,222,1,-1,0,1,1
45,1,1,0,789,0,1,0,29,4,79,1,-1,0,0,0
31,9,1,2,11,0,0,0,27,1,651,2,-1,0,1,0
45,0,0,1,59,1,0,0,24,5,873,8,-1,0,1,1
39,4,1,2,2939,0,0,0,15,4,348,2,-1,0,0,1
31,4,2,2,424,0,1,0,7,1,224,2,-1,0,0,0
56,1,1,0,2442,0,1,0,18,1,111,7,-1,0,0,0
57,1,1,1,6004,1,0,0,12,1,157,6,-1,0,0,0
50,1,1,0,82,0,0,1,5,0,456,1,-1,0,1,1
28,8,2,1,28,0,0,0,29,4,220,2,-1,0,0,0
55,4,2,1,220,1,0,2,6,8,328,2,-1,0,0,0
28,0,1,1,934,1,0,2,4,5,53,2,-1,0,0,0
43,0,0,1,729,1,0,2,30,8,668,2,-1,0,1,0
54,5,0,0,22,0,0,2,20,6,23,4,-1,0,0,0
58,2,1,2,853,0,0,2,5,6,1149,2,-1,0,1,1
42,9,1,1,994,1,0,0,12,9,227,3,93,6,1,1
56,4,1,1,0,0,0,0,27,10,298,1,111,8,0,1
43,9,1,1,994,1,1,0,5,8,51,1,-1,0,0,0
26,1,2,1,78,0,0,1,28,4,43,1,-1,0,0,0
30,0,2,1,1309,0,0,0,28,4,622,1,-1,0,1,1
40,10,1,1,219,1,0,2,5,8,357,1,-1,0,0,0
43,9,0,3,4389,0,0,1,2,5,632,2,85,1,1,1
41,4,1,1,280,1,0,0,2,6,88,1,95,2,1,0
27,8,2,2,0,0,0,0,5,7,82,3,-1,0,0,1
60,4,1,3,264,0,0,1,1,3,265,1,-1,0,1,1
37,4,1,2,-666,1,0,0,18,9,204,2,-1,0,0,0
